work,source_type,source_ref,mention_text,normalized_text,mention_kind,spatial_type,usage,city,region,country,confidence,context
Georges Perec La Vie Mode D'Emploi,pdf,264,chambre,chambre,generic_spatial_entity,domestic_space,literal,,,,0.950,Il en a deux autres dans sa chambre.
Georges Perec La Vie Mode D'Emploi,pdf,264,Hôtel Drouot,Hôtel Drouot,named_place,building,literal,Paris,,France,0.950,"L’une, qu’il trouva à l’Hôtel Drouot, est un beau tirage..."
Georges Perec La Vie Mode D'Emploi,pdf,264,Pacifique,Pacifique,named_place,other,literal,,,,0.800,L’autre est plus curieuse encore : c’est une carte du Pacifique...
Georges Perec La Vie Mode D'Emploi,pdf,264,Nouvelle-Guinée,Nouvelle-Guinée,named_place,country,literal,,,Papouasie-Nouvelle-Guinée,0.950,"Burton, de retour à Londres, offrit sa trouvaille à la Bank of Australia..."
Georges Perec La Vie Mode D'Emploi,pdf,264,Londres,Londres,named_place,city,literal,Londres,,Royaume-Uni,0.950,le plan du métro londonien n’est absolument pas superposable à un plan de la ville de Londres...
Georges Perec La Vie Mode D'Emploi,pdf,264,Bank of Australia,Bank of Australia,named_place,institution,literal,,,,0.600,"Burton, de retour à Londres, offrit sa trouvaille à la Bank of Australia..."
Georges Perec La Vie Mode D'Emploi,pdf,264,chambre,chambre,generic_spatial_entity,domestic_space,literal,,,,0.950,Le reste de la chambre est presque vide de meubles...
Georges Perec La Vie Mode D'Emploi,pdf,264,salons de réception,salons de réception,generic_spatial_entity,public_space,literal,,,,0.600,la banque l’exposa quelque temps dans l’un des salons de réception...
Georges Perec La Vie Mode D'Emploi,pdf,269,chambre d’enfant,chambre,generic_spatial_entity,domestic_space,literal,,,,0.950,La chambre d’Isabelle Gratiolet : une chambre d’enfant avec un papier rayé orange et jaune.
Georges Perec La Vie Mode D'Emploi,pdf,269,lit étroit,lit,generic_spatial_entity,micro_place,literal,,,,0.950,un lit étroit en tube garni d’un oreiller en forme de Snoopy.
Georges Perec La Vie Mode D'Emploi,pdf,269,fauteuil crapaud,fauteuil,generic_spatial_entity,micro_place,literal,,,,0.950,un fauteuil crapaud recouvert d’un tissu frangé.
Georges Perec La Vie Mode D'Emploi,pdf,269,table d’écolière,table,generic_spatial_entity,micro_place,literal,,,,0.950,et une table d’écolière avec une rainure pour les crayons.
Georges Perec La Vie Mode D'Emploi,pdf,269,salon Empire,salon,generic_spatial_entity,room,literal,,,,0.800,dans un petit salon Empire où quelques rares habits noirs écoutent assis sur un canapé.
Georges Perec La Vie Mode D'Emploi,pdf,268,Melbourne,Melbourne,named_place,city,literal,Melbourne,,Australie,0.950,Le prétexte de ce 56e tour du monde est une invitation à Melbourne pour la première mondiale.
Georges Perec La Vie Mode D'Emploi,pdf,268,Londres,Londres,named_place,city,literal,Londres,,Royaume-Uni,0.950,Le voyage commencera par une croisière maritime de Londres aux Antilles.
Georges Perec La Vie Mode D'Emploi,pdf,268,Antilles,Antilles,named_place,region,literal,,,,0.800,Le voyage commencera par une croisière maritime de Londres aux Antilles.
Georges Perec La Vie Mode D'Emploi,pdf,268,New York,New York,named_place,city,literal,New York,,États-Unis,0.950,"Des étapes de quelques jours prévues à New York, Mexico, Lima, Tahiti et Nouméa."
Georges Perec La Vie Mode D'Emploi,pdf,268,Mexico,Mexico,named_place,city,literal,Mexico,,Mexique,0.950,"Des étapes de quelques jours prévues à New York, Mexico, Lima, Tahiti et Nouméa."
Georges Perec La Vie Mode D'Emploi,pdf,268,Lima,Lima,named_place,city,literal,Lima,,Pérou,0.950,"Des étapes de quelques jours prévues à New York, Mexico, Lima, Tahiti et Nouméa."
Georges Perec La Vie Mode D'Emploi,pdf,268,Tahiti,Tahiti,named_place,other,literal,,,France,0.950,"Des étapes de quelques jours prévues à New York, Mexico, Lima, Tahiti et Nouméa."
Georges Perec La Vie Mode D'Emploi,pdf,268,Nouméa,Nouméa,named_place,city,literal,Nouméa,,Nouvelle-Calédonie,0.950,"Des étapes de quelques jours prévues à New York, Mexico, Lima, Tahiti et Nouméa."
Georges Perec La Vie Mode D'Emploi,pdf,270,cour de récréation,cour de récréation,generic_spatial_entity,public_space,literal,,,,0.950,"Les élèves se plaignent à Olivier Gratiolet de ce que sa fille raconte aux autres enfants de sa classe ou parfois même, dans la cour de récréation."
Georges Perec La Vie Mode D'Emploi,pdf,270,lycée,lycée,named_place,building,literal,,,,0.800,Elle lui a raconté qu’il y avait un vieillard pornographique qui la suivait dans la rue chaque fois qu’elle sortait du lycée.
Georges Perec La Vie Mode D'Emploi,pdf,270,vestibules dallés de marbre veiné,vestibules dallés de marbre veiné,generic_spatial_entity,room,metaphorical,,,,0.600,"Elle arpentait des vestibules dallés de marbre veiné, escortée par des armées de pages."
Georges Perec La Vie Mode D'Emploi,pdf,270,institut psycho-pédagogique,institut psycho-pédagogique,named_place,institution,literal,,,,0.800,Suggérant de la faire entrer l’année suivante dans un institut psycho-pédagogique où son développement intellectuel et psychique pourrait être davantage suivi.
Georges Perec La Vie Mode D'Emploi,pdf,267,chambre d’Olivia Rorschash,chambre,generic_spatial_entity,room,literal,,,,0.950,La chambre d’Olivia Rorschash est une pièce claire et plaisante.
Georges Perec La Vie Mode D'Emploi,pdf,267,lit,lit,generic_spatial_entity,micro_place,literal,,,,0.950,"Le lit, sur lequel est jetée une couverture indienne en patchwork."
Georges Perec La Vie Mode D'Emploi,pdf,267,place d’Aligre,place d’Aligre,named_place,square,literal,Paris,,France,0.950,acheté la veille quinze centimes au marché aux puces de la place d’Aligre.
Georges Perec La Vie Mode D'Emploi,pdf,267,Everglades,Everglades,named_place,natural_feature,literal,,,,0.800,"elle était la jeune Américaine de bonne famille, pleine de bonne volonté, allant faire du ski nautique aux Everglades."
Georges Perec La Vie Mode D'Emploi,pdf,267,Bahamas,Bahamas,named_place,country,literal,,,Bahamas,0.950,se bronzant aux Bahamas.
Georges Perec La Vie Mode D'Emploi,pdf,267,Caraïbes,Caraïbes,named_place,region,literal,,,Caraïbes,0.950,se bronzant aux Caraïbes.
Georges Perec La Vie Mode D'Emploi,pdf,267,Canaries,Canaries,named_place,region,literal,,,Canaries,0.950,se bronzant aux Canaries.
Georges Perec La Vie Mode D'Emploi,pdf,267,Carnaval de Rio,Carnaval de Rio,named_place,public_space,literal,Rio de Janeiro,,Brésil,0.800,se déchaînant au Carnaval de Rio.
Georges Perec La Vie Mode D'Emploi,pdf,267,Barcelone,Barcelone,named_place,city,literal,Barcelone,,Espagne,0.950,acclamant les toreros à Barcelone.
Georges Perec La Vie Mode D'Emploi,pdf,267,Escurial,Escurial,named_place,building,literal,,,,0.600,se cultivant à l’Escurial.
Georges Perec La Vie Mode D'Emploi,pdf,267,Vatican,Vatican,named_place,country,literal,,,Vatican,0.950,se recueillant au Vatican.
Georges Perec La Vie Mode D'Emploi,pdf,267,Moulin Rouge,Moulin Rouge,named_place,building,literal,Paris,,France,0.950,sablant le Champagne au Moulin Rouge.
Georges Perec La Vie Mode D'Emploi,pdf,267,Oktober-fest de Munich,Oktober-fest de Munich,named_place,public_space,literal,Munich,,Allemagne,0.800,buvant de la bière à l’Oktober-fest de Munich.
Georges Perec La Vie Mode D'Emploi,pdf,267,Vienne,Vienne,named_place,city,literal,Vienne,,Autriche,0.950,lorsqu’elle en était à son cinquante-huitième court métrage (Inoubliable Vienne…)
Georges Perec La Vie Mode D'Emploi,pdf,267,Bruges l’Enchanteresse,Bruges l’Enchanteresse,named_place,city,literal,Bruges,,Belgique,0.800,qu’elle quitta d’ailleurs au cinquante-neuvième (Bruges l’Enchanteresse).
Georges Perec La Vie Mode D'Emploi,pdf,271,chambre,chambre,generic_spatial_entity,room,literal,,,,0.950,"La chambre de Hutting, aménagée dans la loggia de son grand atelier."
Georges Perec La Vie Mode D'Emploi,pdf,271,loggia,loggia,generic_spatial_entity,room,literal,,,,0.950,"La chambre de Hutting, aménagée dans la loggia de son grand atelier."
Georges Perec La Vie Mode D'Emploi,pdf,271,appartement,appartement,generic_spatial_entity,domestic_space,literal,,,,0.950,"Célia Crespi, venant prendre son service vers sept heures du matin, trouva l’appartement vide."
Georges Perec La Vie Mode D'Emploi,pdf,271,bureau,bureau,generic_spatial_entity,work_space,literal,,,,0.950,Était-il exact qu’une perquisition avait été faite dans son bureau au Palais en dépit d’une interdiction formelle.
Georges Perec La Vie Mode D'Emploi,pdf,271,Palais,Palais,named_place,building,literal,,,,0.800,Était-il exact qu’une perquisition avait été faite dans son bureau au Palais en dépit d’une interdiction formelle.
Georges Perec La Vie Mode D'Emploi,pdf,271,Suisse,Suisse,named_place,country,literal,,,Suisse,0.950,Berthe et Maximilien Danglars avaient été arrêtés le cinq janvier alors qu’ils tentaient de passer clandestinement en Suisse.
Georges Perec La Vie Mode D'Emploi,pdf,272,salons des ambassades,salons des ambassades,generic_spatial_entity,public_space,literal,,,,0.950,récompensait ou punissait le voleur selon qu’il avait réussi ou échoué.
Georges Perec La Vie Mode D'Emploi,pdf,272,Tout-Paris,Tout-Paris,named_place,other,metaphorical,Paris,,France,0.800,les grands raouts du Tout-Paris que les Danglars choisissaient leurs victimes.
Georges Perec La Vie Mode D'Emploi,pdf,272,escalier de l’hôtel particulier du marchand d’art d’Olivet,escalier de l’hôtel particulier du marchand d’art d’Olivet,generic_spatial_entity,circulation,literal,,,,0.950,rattrapé dans les escaliers de l’hôtel particulier du marchand d’art d’Olivet.
Georges Perec La Vie Mode D'Emploi,pdf,272,Vincennes,Vincennes,named_place,city,literal,Vincennes,,France,0.950,relatives aux emprisonnements du marquis de Sade à Vincennes.
Georges Perec La Vie Mode D'Emploi,pdf,272,Bastille,Bastille,named_place,building,literal,,,,0.950,relatives aux emprisonnements du marquis de Sade à Vincennes et à la Bastille.
Georges Perec La Vie Mode D'Emploi,pdf,272,Prison de la Santé,Prison de la Santé,named_place,building,literal,,,,0.950,produisant sur-le-champ une lettre du directeur de la Prison de la Santé.
Georges Perec La Vie Mode D'Emploi,pdf,272,Quai des Orfèvres,Quai des Orfèvres,named_place,street,literal,Paris,,France,0.950,"rentant, songeur, Quai des Orfèvres, un jeune inspecteur."
Georges Perec La Vie Mode D'Emploi,pdf,272,Algérie,Algérie,named_place,country,literal,,,Algérie,0.950,le préfet interdit à son inspecteur de s’occuper de cette enquête et devant son insistance menaça même de le faire muter en Algérie.
Georges Perec La Vie Mode D'Emploi,pdf,273,Palais,Palais,named_place,building,literal,,,,0.950,Maximilien avait la jouissance au Palais.
Georges Perec La Vie Mode D'Emploi,pdf,273,appartement du troisième gauche,appartement,generic_spatial_entity,domestic_space,literal,,,,0.950,Blanchet parvint enfin à s’introduire dans l’appartement du troisième gauche.
Georges Perec La Vie Mode D'Emploi,pdf,273,restaurant des Fresnel,restaurant des Fresnel,named_place,commercial_space,literal,,,,0.950,la jeune femme de chambre réveillonnait avec trois amis dans le restaurant des Fresnel.
Georges Perec La Vie Mode D'Emploi,pdf,273,boudoir de Madame,boudoir,generic_spatial_entity,room,literal,,,,0.950,Célia Crespi qui avait oublié d’allumer le feu dans le boudoir de Madame.
Georges Perec La Vie Mode D'Emploi,pdf,273,chambre des Danglars,chambre,generic_spatial_entity,domestic_space,literal,,,,0.950,déclencher un incendie avant d’aller se cacher dans la chambre des Danglars.
Georges Perec La Vie Mode D'Emploi,pdf,273,salle à manger,salle à manger,generic_spatial_entity,room,literal,,,,0.950,Blanchet ne pouvait sortir sans passer devant la grande porte vitrée de la salle à manger.
Georges Perec La Vie Mode D'Emploi,pdf,273,boudoir,boudoir,generic_spatial_entity,room,literal,,,,0.950,l’appartement à demi consumé par le feu — avait brûlé en même temps que tous les objets qui se trouvaient dans le boudoir.
Georges Perec La Vie Mode D'Emploi,pdf,273,Paris,Paris,named_place,city,literal,Paris,,France,0.950,"Il y a quelques années, se promenant dans Paris."
Georges Perec La Vie Mode D'Emploi,pdf,273,rue de la Folie-Régnault,rue de la Folie-Régnault,named_place,street,literal,Paris,,France,0.950,"assis sur un banc, rue de la Folie-Régnault."
Georges Perec La Vie Mode D'Emploi,pdf,274,Lyonnais,Lyon,named_place,city,literal,Lyon,,France,0.950,Lui était un Lyonnais au teint pâle.
Georges Perec La Vie Mode D'Emploi,pdf,274,Paris,Paris,named_place,city,literal,Paris,,France,0.950,Placée à Paris à l’âge de quinze ans.
Georges Perec La Vie Mode D'Emploi,pdf,274,"22, rue Darcet","22, rue Darcet",named_place,street,literal,Paris,,France,0.950,"The Vienna School and Family Hotel, 22, rue Darcet."
Georges Perec La Vie Mode D'Emploi,pdf,274,Place Clichy,Place Clichy,named_place,square,literal,Paris,,France,0.950,près de la Place Clichy.
Georges Perec La Vie Mode D'Emploi,pdf,274,cabaret de la Belle Meunière,cabaret de la Belle Meunière,named_place,commercial_space,literal,,,,0.800,Ils dînèrent au Cabaret de la Belle Meunière.
Georges Perec La Vie Mode D'Emploi,pdf,274,Gironde,Gironde,named_place,region,literal,,Nouvelle-Aquitaine,France,0.800,"Monsieur Danglars Père, un viticulteur de la Gironde."
Georges Perec La Vie Mode D'Emploi,pdf,274,mansarde,mansarde,generic_spatial_entity,room,literal,,,,0.950,entretenant avec un soin minutieux leur mansarde.
Georges Perec La Vie Mode D'Emploi,pdf,274,appartement,appartement,generic_spatial_entity,domestic_space,literal,,,,0.800,qu’il avait loué un appartement à Juste Gratiolet.
Georges Perec La Vie Mode D'Emploi,pdf,275,rue Simon-Crubellier,rue Simon-Crubellier,named_place,street,literal,Paris,,France,0.950,Madame de Beaumont lorsque celle-ci vint vivre rue Simon-Crubellier après son mariage.
Georges Perec La Vie Mode D'Emploi,pdf,275,Paris,Paris,named_place,city,literal,Paris,,France,0.950,"L’enfant, déclaré né de père inconnu, fut élevé en dehors de Paris."
Georges Perec La Vie Mode D'Emploi,pdf,275,la Corse,la Corse,named_place,region,literal,,Corse,France,0.950,Elle a quitté la Corse à l’âge de douze ans et n’y est jamais retournée.
Georges Perec La Vie Mode D'Emploi,pdf,275,la chambre de Hutting,chambre,generic_spatial_entity,room,literal,,,,0.950,Aujourd’hui la chambre de Hutting est une pièce qui sert rarement.
Georges Perec La Vie Mode D'Emploi,pdf,275,la pièce,pièce,generic_spatial_entity,room,literal,,,,0.950,la pièce où tout le monde se tenait.
Georges Perec La Vie Mode D'Emploi,pdf,277,chambre,chambre,generic_spatial_entity,domestic_space,literal,,,,0.950,La chambre de Cinoc ; une chambre plutôt sale...
Georges Perec La Vie Mode D'Emploi,pdf,277,salon,salon,generic_spatial_entity,domestic_space,literal,,,,0.950,"La chambre de Cinoc ; une chambre plutôt sale, donnant un peu une impression de moisi, un parquet plein de taches, une peinture écaillée sur les murs."
Georges Perec La Vie Mode D'Emploi,pdf,277,Lille,Lille,named_place,city,literal,Lille,Hauts-de-France,France,0.950,"Contributions bibliographiques à l’étude du règne d’Alexis Ier, par Hubert Corneylius, Lille..."
Georges Perec La Vie Mode D'Emploi,pdf,277,Paris,Paris,named_place,city,literal,Paris,Île-de-France,France,0.950,"Quand j’étais petit rat. Souvenirs d’enfance et de jeunesse, par Maria Feodorovna Vychiskaya, Paris, 1948..."
Georges Perec La Vie Mode D'Emploi,pdf,277,Hambourg,Hambourg,named_place,city,literal,Hambourg,,Allemagne,0.950,Johannaeum de Hambourg et Conservateur du Musée minéralogique de M. Struve...
Georges Perec La Vie Mode D'Emploi,pdf,277,Haute-Marne,Haute-Marne,named_place,other,literal,,,France,0.950,ancien secrétaire de Préfecture du Département de la Haute-Marne...
Georges Perec La Vie Mode D'Emploi,pdf,278,chambre,chambre,generic_spatial_entity,room,literal,,,,0.950,"Hélène Brodin mourut dans cette chambre, en mille neuf cent quarante-sept."
Georges Perec La Vie Mode D'Emploi,pdf,278,Jemima Creek,Jemima Creek,named_place,water,literal,,,,0.800,la conduisit à Jemima Creek pour lui faire reconnaître le cadavre de son mari.
Georges Perec La Vie Mode D'Emploi,pdf,278,Saint-Petersburg,Saint-Petersburg,named_place,city,literal,Saint-Petersburg,,,0.950,qu’Hélène lui avait acheté quelques jours plus tôt à Saint-Petersburg.
Georges Perec La Vie Mode D'Emploi,pdf,278,Mobile,Mobile,named_place,city,literal,Mobile,,États-Unis,0.950,escorter Hélène jusqu’à Mobile et lui déconseilla de remettre les pieds dans la région.
Georges Perec La Vie Mode D'Emploi,pdf,278,Tallahassee,Tallahassee,named_place,city,literal,Tallahassee,,États-Unis,0.950,"alla jusqu’à Tallahassee, la capitale de l’État."
Georges Perec La Vie Mode D'Emploi,pdf,278,chambre d’hôtel,chambre d’hôtel,generic_spatial_entity,room,literal,,,,0.950,Un message contenant des menaces de mort y était attaché.
Georges Perec La Vie Mode D'Emploi,pdf,278,Mississippi,Mississippi,named_place,water,literal,,,,0.800,un navire à tubes qui remontait le Mississippi.
Georges Perec La Vie Mode D'Emploi,pdf,278,Bâton Rouge,Bâton Rouge,named_place,city,literal,Bâton Rouge,,États-Unis,0.950,"Elle quitta le navire le lendemain matin, à Bâton Rouge."
Georges Perec La Vie Mode D'Emploi,pdf,278,La Nouvelle-Orléans,La Nouvelle-Orléans,named_place,city,literal,La Nouvelle-Orléans,,États-Unis,0.950,"À La Nouvelle-Orléans, ils louèrent un camion."
Georges Perec La Vie Mode D'Emploi,pdf,278,Louisiane,Louisiane,named_place,region,literal,,Louisiane,États-Unis,0.950,et se mirent à sillonner la Louisiane et la Floride.
Georges Perec La Vie Mode D'Emploi,pdf,278,Floride,Floride,named_place,region,literal,,Floride,États-Unis,0.950,et se mirent à sillonner la Louisiane et la Floride.
Georges Perec La Vie Mode D'Emploi,pdf,281,chambre des parents Berger,chambre,generic_spatial_entity,room,literal,,,,0.950,"La chambre des parents Berger : une pièce parquetée, peu spacieuse, presque carrée."
Georges Perec La Vie Mode D'Emploi,pdf,281,appartement,appartement,generic_spatial_entity,domestic_space,literal,,,,0.950,"C’est dans cet appartement que vécurent, jusqu’en 1965, la dame au petit chien et son fils."
Georges Perec La Vie Mode D'Emploi,pdf,281,table de nuit de gauche,table de nuit,generic_spatial_entity,micro_place,literal,,,,0.950,"Sur la table de nuit de gauche, une lampe dont le socle est une fiasque de vin italien."
Georges Perec La Vie Mode D'Emploi,pdf,281,table de nuit jumelles,table de nuit,generic_spatial_entity,micro_place,literal,,,,0.950,qui somnole en boule sur la courtepointe de peluche bleu ciel jetée sur un canapé-lit flanqué de deux tables de nuit jumelles.
Georges Perec La Vie Mode D'Emploi,pdf,281,canapé-lit,canapé-lit,generic_spatial_entity,micro_place,literal,,,,0.950,sur un canapé-lit flanqué de deux tables de nuit jumelles.
Georges Perec La Vie Mode D'Emploi,pdf,283,Marseille,Marseille,named_place,city,literal,Marseille,,France,0.950,"Il était amoureux à la folie de Madame Hardy, la femme du négociant marseillais en huile d’olive."
Georges Perec La Vie Mode D'Emploi,pdf,283,immeuble,immeuble,generic_spatial_entity,building,literal,,,,0.950,Il cherchait conseil auprès de tous les gens de l’immeuble.
Georges Perec La Vie Mode D'Emploi,pdf,279,lac Apopka,lac Apopka,named_place,water,literal,,,,0.800,Une famille Séminole qui vivait à bord d’un radeau ancré sur les rives du lac Apopka
Georges Perec La Vie Mode D'Emploi,pdf,279,Stone’s Hill,Stone’s Hill,named_place,other,literal,,,,0.800,près d’un lieu nommé Stone’s Hill
Georges Perec La Vie Mode D'Emploi,pdf,279,Tampa,Tampa,named_place,city,literal,Tampa,,États-Unis,0.950,à une trentaine de kilomètres de Tampa
Georges Perec La Vie Mode D'Emploi,pdf,279,Hialeah,Hialeah,named_place,city,literal,Hialeah,,États-Unis,0.950,devant le comptoir d’une gargote proche de Hialeah
Georges Perec La Vie Mode D'Emploi,pdf,279,Miami,Miami,named_place,city,literal,Miami,,États-Unis,0.950,le champ de courses de Miami
Georges Perec La Vie Mode D'Emploi,pdf,279,Tombstone,Tombstone,named_place,city,literal,Tombstone,,États-Unis,0.950,tripot que Wyatt Earp et Doc Holliday avaient jadis tenu à Tombstone
Georges Perec La Vie Mode D'Emploi,pdf,279,Arizona,Arizona,named_place,region,literal,,Arizona,États-Unis,0.950,"tripot que Wyatt Earp et Doc Holliday avaient jadis tenu à Tombstone, Arizona"
Georges Perec La Vie Mode D'Emploi,pdf,279,Burbank’s Motel,Burbank’s Motel,named_place,building,literal,,,,0.800,le bungalow n° 31 du Burbank’s Motel
Georges Perec La Vie Mode D'Emploi,pdf,279,cuisine,cuisine,generic_spatial_entity,domestic_space,literal,,,,0.800,non spécifié dans le texte
Georges Perec La Vie Mode D'Emploi,pdf,279,chambre,chambre,generic_spatial_entity,room,literal,,,,0.950,la chambre n’était pas très éclairée
Georges Perec La Vie Mode D'Emploi,pdf,279,bungalow,bungalow,generic_spatial_entity,building,literal,,,,0.800,cachée dans la cabine de douche d’un bungalow voisin
Georges Perec La Vie Mode D'Emploi,pdf,286,Pont de la Rivière Kwaï,Pont de la Rivière Kwaï,named_place,other,literal,,,,0.800,l’air du Pont de la Rivière Kwaï.
Georges Perec La Vie Mode D'Emploi,pdf,284,salle de bains,salle de bains,generic_spatial_entity,domestic_space,literal,,,,0.950,La salle de bains des Rorschash fut en son temps une chose luxueuse.
Georges Perec La Vie Mode D'Emploi,pdf,284,parquet au point de Hongrie,parquet au point de Hongrie,generic_spatial_entity,room,literal,,,,0.800,"l’une, qui s’intitule énigmatiquement la Lettre volée, montre un élégant salon — parquet au point de Hongrie."
Georges Perec La Vie Mode D'Emploi,pdf,284,fenêtre,fenêtre,generic_spatial_entity,threshold,literal,,,,0.950,"non loin d’elle, un homme déjà vieux, à l’air excessivement britannique, joue du virginal."
Georges Perec La Vie Mode D'Emploi,pdf,284,paysage rhénan,paysage rhénan,generic_spatial_entity,region,literal,,,,0.800,"Elle est assise devant une machine à coudre, près d’une fenêtre ouverte laissant apercevoir les rocs amoncelés d’un paysage rhénan."
Georges Perec La Vie Mode D'Emploi,pdf,287,boulevard Malesherbes,boulevard Malesherbes,named_place,street,literal,Paris,Île-de-France,France,0.950,"dans son hôtel particulier du 65, boulevard Malesherbes"
Georges Perec La Vie Mode D'Emploi,pdf,287,salon,salon,generic_spatial_entity,room,literal,,,,0.950,Dans le grand salon de l’appartement de Bartlebooth
Georges Perec La Vie Mode D'Emploi,pdf,287,appartement,appartement,generic_spatial_entity,domestic_space,literal,,,,0.950,Dans le grand salon de l’appartement de Bartlebooth
Georges Perec La Vie Mode D'Emploi,pdf,287,plage,plage,generic_spatial_entity,natural_feature,literal,,,,0.950,L’Arrivée des bateaux de pêche sur une petite plage hollandaise
Georges Perec La Vie Mode D'Emploi,pdf,287,mur,mur,generic_spatial_entity,other,literal,,,,0.950,devant un mur crépi à la chaux
Georges Perec La Vie Mode D'Emploi,pdf,287,île mystérieuse,île mystérieuse,named_place,natural_feature,metaphorical,,,,0.800,un paysage intitulé L’île mystérieuse
Georges Perec La Vie Mode D'Emploi,pdf,285,appartement,appartement,generic_spatial_entity,domestic_space,literal,,,,0.950,Olivia Rorschash a loué son appartement pendant les mois où elle sera absente.
Georges Perec La Vie Mode D'Emploi,pdf,285,Genève,Genève,named_place,city,literal,Genève,,Suisse,0.950,"un certain Giovanni Pizzicagnoli, fonctionnaire international résidant habituellement à Genève"
Georges Perec La Vie Mode D'Emploi,pdf,285,France,France,named_place,country,literal,,,France,0.950,il n’arrivera lui-même en France que le surlendemain
Georges Perec La Vie Mode D'Emploi,pdf,285,salle à manger,salle à manger,generic_spatial_entity,room,literal,,,,0.950,qu'elle veille à ce que son petit garçon ne casse pas les assiettes décorées de la salle à manger
Georges Perec La Vie Mode D'Emploi,pdf,285,vestibule,vestibule,generic_spatial_entity,room,literal,,,,0.950,de la grappe en verre soufflé du vestibule.
Georges Perec La Vie Mode D'Emploi,pdf,285,cuisine,cuisine,generic_spatial_entity,room,literal,,,,0.950,L'inspection de la cuisine n’a pas posé trop de problèmes
Georges Perec La Vie Mode D'Emploi,pdf,285,salle de bains,salle de bains,generic_spatial_entity,room,literal,,,,0.950,"mais dans la salle de bains, les choses ont très vite mal tourné"
Georges Perec La Vie Mode D'Emploi,pdf,288,Nassau,Nassau,named_place,city,literal,Nassau,,Bahamas,0.950,Les états-majors des deux sociétés se réunirent une première fois à Nassau.
Georges Perec La Vie Mode D'Emploi,pdf,288,Kuwait,Kuwait,named_place,city,literal,Kuwait,,Kuwait,0.950,"En novembre 1970, les présidents-directeurs généraux se retrouvèrent à Kuwait."
Georges Perec La Vie Mode D'Emploi,pdf,288,Porto Rico,Porto Rico,named_place,country,literal,,,Porto Rico,0.950,"elle fut, pour des raisons fiscales, domiciliée à Porto Rico."
Georges Perec La Vie Mode D'Emploi,pdf,288,cuisine,cuisine,generic_spatial_entity,domestic_space,literal,,,,0.800,un bon hôtel doit être celui dans lequel un client doit pouvoir sortir s’il a envie de sortir.
Georges Perec La Vie Mode D'Emploi,pdf,288,hôtel,hôtel,generic_spatial_entity,commercial_space,literal,,,,0.950,un bon hôtel doit être celui dans lequel un client doit pouvoir sortir.
Georges Perec La Vie Mode D'Emploi,pdf,291,Sables-d'Or-les-Pins,Sables-d'Or-les-Pins,named_place,city,literal,Sables-d'Or-les-Pins,,,0.950,représentant Sables-d’Or-les-Pins ou Saint-Jean-de-Monts
Georges Perec La Vie Mode D'Emploi,pdf,291,Saint-Jean-de-Monts,Saint-Jean-de-Monts,named_place,city,literal,Saint-Jean-de-Monts,,,0.950,représentant Sables-d’Or-les-Pins ou Saint-Jean-de-Monts
Georges Perec La Vie Mode D'Emploi,pdf,291,chambre,chambre,generic_spatial_entity,room,literal,,,,0.950,accrochage dans chaque chambre d’un dessin
Georges Perec La Vie Mode D'Emploi,pdf,291,hôtel,hôtel,generic_spatial_entity,building,literal,,,,0.950,devant la grande entrée de l’hôtel
Georges Perec La Vie Mode D'Emploi,pdf,291,atelier,atelier,generic_spatial_entity,work_space,literal,,,,0.950,heures passées dans un atelier ou une galerie
Georges Perec La Vie Mode D'Emploi,pdf,291,galerie,galerie,generic_spatial_entity,public_space,literal,,,,0.950,heures passées dans un atelier ou une galerie
Georges Perec La Vie Mode D'Emploi,pdf,289,Saint-Sulpice,Saint-Sulpice,named_place,other,literal,Paris,,France,0.950,embouteillages polluants de Saint-Sulpice
Georges Perec La Vie Mode D'Emploi,pdf,289,Place Saint-Gilles,Place Saint-Gilles,named_place,other,literal,,,,0.800,embouteillages polluants de la Place Saint-Gilles
Georges Perec La Vie Mode D'Emploi,pdf,289,Vence,Vence,named_place,city,literal,Vence,,France,0.950,dans la proximité immédiate de parcs naturels—Vence
Georges Perec La Vie Mode D'Emploi,pdf,289,Alnwick,Alnwick,named_place,city,literal,Alnwick,,Royaume-Uni,0.800,cinq étaient situés dans la proximité immédiate de parcs naturels—Alnwick
Georges Perec La Vie Mode D'Emploi,pdf,289,Délit,Délit,named_place,city,literal,Délit,,,0.800,"à Délit, où les Marvel Houses offrirent"
Georges Perec La Vie Mode D'Emploi,pdf,289,Ontario,Ontario,named_place,other,literal,,Ontario,Canada,0.950,"dans l’Ontario, où l’on envisageait la création d’une station de loisirs"
Georges Perec La Vie Mode D'Emploi,pdf,289,Irlande,Irlande,named_place,country,literal,,,Irlande,0.950,"comme à Ennis, en Irlande"
Georges Perec La Vie Mode D'Emploi,pdf,289,Ennis,Ennis,named_place,city,literal,Ennis,,Irlande,0.950,"comme à Ennis, en Irlande"
Georges Perec La Vie Mode D'Emploi,pdf,289,mer Intérieure,mer Intérieure,named_place,water,literal,,,,0.600,au large d’Osaka dans la mer Intérieure
Georges Perec La Vie Mode D'Emploi,pdf,289,Mozambique,Mozambique,named_place,country,literal,,,Mozambique,0.950,en face d’Inhakea sur la côte Mozambique
Georges Perec La Vie Mode D'Emploi,pdf,292,Grisons,Grisons,named_place,region,literal,,Grisons,Suisse,0.950,dans le chalet des Grisons qu’un des directeurs d’International Hostellerie mettait aimablement à sa disposition
